STATE,VE_TOTAL,PEDS,PERSONS,COUNTY,MONTH,DAY_WEEK,TWAY_ID,SCH_BUS,RAIL,FATALS,DRUNK_DR
4,1,1,1,13,12,2,SR-87,0,0,1,0
4,1,0,1,27,2,7,16TH ST,0,0,1,1
4,2,0,3,13,12,1,I-17,0,0,1,0
4,2,0,4,13,12,6,POWER RD,0,0,1,1
4,1,0,1,13,11,6,67TH AVE,0,0,1,0
4,1,1,2,13,12,7,BASELINE RD,0,0,1,0
4,3,1,8,17,12,4,SR-260,0,0,1,0
4,1,1,1,21,12,3,SR-287,0,0,1,0
4,2,0,3,19,12,2,22ND ST,0,0,1,0
4,1,0,1,13,12,2,PEORIA AVE,0,0,1,0
4,1,1,1,13,12,1,BELL RD,0,0,1,0
4,2,0,3,13,10,4,BELL RD,0,0,1,0
4,1,0,2,13,12,5,SR-85,0,0,1,0
4,1,1,1,1,4,2,DIRT RD,0,0,1,0
4,1,0,1,21,12,3,IRONWOOD DR,0,0,1,0
4,1,0,1,25,12,4,RANCHO VISTA DR,0,0,1,0
4,1,1,2,13,12,4,CAMELBACK RD,0,0,1,0
4,1,0,2,13,12,2,RIDGECREST,0,0,1,0
4,1,0,2,999,12,6,UNKNOWN RD,0,0,1,0
4,1,0,1,13,12,6,FARNSWORTH DR,0,0,1,0
4,2,0,5,13,12,6,43RD AVE,0,0,1,1
4,2,0,2,17,12,7,SR-264,0,0,1,0
4,3,0,6,13,12,1,BELL RD,0,0,2,0
4,1,0,1,13,12,2,MCDOWELL RD,0,0,1,0
4,2,0,2,13,12,2,59TH AVE,0,0,1,0
4,1,0,1,13,12,2,NORTHERN PKWY,0,0,1,1
4,1,0,1,13,12,4,TIERRA BUENA LN,0,0,1,1
4,1,1,1,21,12,6,PRIMROSE LN,0,0,1,1
4,1,1,2,13,12,7,CAMELBACK RD,0,0,1,0
4,2,1,4,13,12,2,GREENWAY RD,0,0,1,0
4,1,1,1,17,12,3,BIA,0,0,1,0
4,1,0,1,13,12,3,MCDOWELL RD,0,0,1,0
4,1,1,1,7,8,6,UNKNOWN RD,0,0,1,0
4,1,0,4,5,9,5,I-40,0,0,1,1
4,1,0,3,13,10,1,I-10,0,0,1,1
4,2,0,3,13,10,6,SR-202,0,0,1,0
4,1,0,2,1,10,3,BIA 12,0,0,2,0
4,2,0,3,13,12,4,BELL RD,0,0,1,0
4,1,1,1,1,2,7,RURAL DIRT RD,0,0,1,0
4,2,1,2,13,3,1,I-17,0,0,1,0
4,2,0,2,13,10,5,INDIAN SCHOOL RD,0,0,1,1
4,1,1,1,13,12,3,BELL RD,0,0,1,0
4,1,0,2,1,10,5,UNKNOWN RD,0,0,1,0
4,1,0,1,5,10,7,MISSION DR,0,0,1,0
4,1,0,4,1,6,2,BIA 13,0,0,1,0
4,1,0,1,1,10,6,BIA 7,0,0,1,0
4,2,0,4,1,12,1,BIA 12,0,0,1,1
5,2,0,3,119,1,3,SR-176-01,0,0,1,1
5,3,0,10,119,1,3,I-30-23,0,0,1,1
5,2,0,9,119,1,3,I-30-23,0,0,2,1
5,1,1,1,119,1,3,I-530-01,0,0,1,1
5,1,0,3,93,1,4,US-61-02,0,0,1,0
5,2,0,2,93,1,6,I-55-12,0,0,1,2
5,1,0,1,37,1,1,SR-1-14,0,0,1,0
5,2,0,2,29,1,1,SR-07,0,0,1,1
5,1,0,1,131,1,1,SR-41-01,0,0,1,0
5,2,0,3,111,1,2,US-62-08,0,0,1,0
5,1,0,3,7,1,2,SR-72-02,0,0,1,0
5,1,0,3,15,1,4,SR-311-01,0,0,1,0
5,1,0,1,25,1,4,US-63-15,0,0,1,0
5,1,0,2,7,1,5,SR-12-02 / SW REGIONAL AIRPORT,0,0,1,0
5,1,0,1,69,1,6,US-79-09B,0,0,1,0
5,1,0,1,125,1,6,I-30-22,0,0,1,0
5,1,0,2,113,1,6,CR-94,0,0,1,0
5,1,0,3,143,1,1,SR-16-02,0,0,1,0
5,1,0,2,119,1,2,COOPER ORBIT RD,0,0,1,0
5,1,0,1,141,1,2,SR-95-02,0,0,1,0
5,3,1,2,145,1,3,US-67-13,0,0,1,0
5,1,0,1,27,1,5,US-82-04,0,0,1,0
5,1,0,3,67,1,6,CR-1130,0,438586X,1,0
5,1,0,1,93,1,6,SR-18-06,0,0,1,0
5,1,0,1,7,1,7,SR-72-03,0,0,1,1
5,1,1,2,125,1,7,I-30-331,0,0,1,0
5,2,0,2,29,1,3,I-40-31,0,0,1,0
5,2,0,3,33,1,4,CR-INDUSTRIAL PARK DR,0,0,1,1
5,1,0,1,59,1,6,SR-128-08,0,0,1,1
5,1,0,2,59,1,6,US-67-07,0,0,1,0
5,2,0,2,45,1,6,US-64-09,0,0,1,0
5,1,0,1,67,1,7,US-67-15,0,0,1,0
5,1,1,1,85,1,7,KERR STATION RD.,0,0,1,0
5,1,0,1,35,1,1,SR-77-05,0,0,1,0
5,2,0,2,75,1,2,US-63-04,0,0,1,0
5,2,0,4,25,1,2,SR-114-00,0,0,1,1
5,1,0,1,93,1,4,S. 5TH ST.,0,0,1,0
5,2,1,1,45,1,5,US-65-09B,0,0,1,0
5,2,0,2,119,2,6,SR-5-09,0,0,1,0
5,2,0,3,145,2,6,SR-36-03,0,0,1,0
5,2,0,2,19,2,3,SR-26-05,0,0,1,0
5,2,0,1,31,2,3,US-49-03,0,0,1,1
5,2,0,2,7,2,4,SR-12-03,0,0,1,0
5,1,0,2,103,2,5,US-79-03,0,0,2,0
5,2,0,3,15,2,6,US-62-05,0,0,1,0
5,2,0,2,95,2,6,US-79-13,0,0,1,1
5,1,0,3,3,2,1,US-133-00,0,0,3,0
5,1,1,2,41,2,1,N. 2ND ST.,0,0,1,0
5,1,0,1,23,2,5,SR-25-03,0,0,1,0
5,2,0,2,117,2,5,US-70-16,0,0,1,0
5,3,0,4,59,2,5,SR-7-08,0,0,1,0
5,2,0,2,51,2,6,LAKESHORE DRIVE,0,0,1,2
5,1,1,1,59,2,7,I-30-21,0,0,1,0
5,1,0,3,119,2,1,I-630-21,0,0,1,0
5,1,0,1,47,2,1,I-40-12,0,0,1,1
5,1,0,3,7,2,1,CR-COW FACE RD/CR-615,0,0,2,0
5,2,0,3,35,2,2,US-64-17,0,0,1,0
5,1,0,1,93,2,1,SR-77-02,0,0,1,0
5,1,0,2,117,2,4,US-63-11,0,0,1,0
5,1,0,1,145,2,4,SR-124-12,0,0,1,1
5,1,0,3,87,3,6,SR-45-07,0,0,1,1
5,1,0,1,131,3,7,SR-96-03,0,0,1,0
5,1,0,1,59,3,7,SR-7-08,0,0,1,1
5,1,0,2,41,3,1,CR-WOLFE PROJECT,0,0,1,1
5,1,0,2,53,3,1,CR-204/CR-FOREST RD/CR-9741,0,0,1,0
5,2,0,4,135,3,3,US-62-17,0,0,1,1
5,2,0,2,11,3,4,US-278-12,0,0,1,0
5,1,0,5,149,3,5,SR-27-10,0,0,1,0
5,1,0,2,69,3,5,US-79-09B,0,0,1,0
5,1,2,1,147,3,5,CR-415,0,0,1,1
5,1,0,1,119,3,5,I-40-33,0,0,1,0
5,1,1,4,119,3,6,US-70-12,0,0,1,0
5,2,0,2,85,3,7,US-67-11,0,0,1,1
5,1,0,1,119,3,7,CR-FORTSON RD,0,0,1,1
5,2,0,4,19,3,1,I-30-14,0,0,2,0
5,1,0,2,43,3,1,CR-FLORENCE RD,0,0,1,0
5,1,1,1,93,3,2,SR-18-07,0,0,1,0
5,2,0,2,7,3,3,US-62-02,0,0,1,0
5,2,0,2,57,3,3,I-30-12,0,0,1,0
5,2,0,2,119,3,3,I-530-01,0,0,1,0
5,1,0,1,81,3,4,CR-58,0,0,1,1
5,2,0,2,95,3,5,US-49-09,0,0,1,0
5,2,0,4,125,3,6,I-30-22,0,0,1,0
5,1,0,1,119,3,6,I-530-03,0,0,1,0
5,1,0,1,119,3,7,I-630-21,0,0,1,1
5,2,0,2,45,3,7,SR-25-00,0,0,1,1
5,1,0,1,45,3,3,I-40-32,0,0,1,0
5,1,0,3,91,3,3,I-30-11,0,0,1,0
5,1,1,1,29,3,3,US-64-07,0,0,1,1
5,6,0,17,117,3,5,I-40-42,0,0,1,1
5,1,0,2,69,3,5,I-530-05,0,0,1,0
5,2,1,2,131,3,7,I-530-01,0,0,1,0
5,1,0,5,143,3,7,CR- PARKER BRANCH RD RD CR 45,0,0,1,0
5,3,0,1,31,3,7,E. NETTLETON AVE,0,0,1,1
5,2,0,3,31,3,2,SR-141-01,0,0,1,1
5,1,0,1,59,3,3,US-270-07,0,0,1,0
5,1,0,1,111,3,3,CR-TOWER RD,0,787816H,1,0
5,3,0,3,63,3,4,SR-69-03,0,0,1,0
5,1,0,2,49,3,4,CR-OLD STURKIE RD,0,0,1,0
5,1,0,2,143,3,5,CR-VINNEY GROVE ROAD W.C. 37,0,0,1,1
5,2,0,3,65,3,5,SR-69-01,0,0,1,0
5,1,1,2,95,3,5,US-49-08,0,0,1,0
5,1,1,2,7,3,5,SR-43-00,0,0,1,0
5,2,0,3,73,3,6,SR-160-01,0,0,1,0
5,1,0,1,5,3,7,SR-201-01,0,0,1,0
5,2,0,4,119,3,1,SR-5-09,0,0,2,0
5,1,0,1,59,3,7,SR-7-08 SWA,0,0,1,0
5,1,0,1,143,3,1,BORRICK RD.,0,0,1,0
5,2,0,2,55,4,2,US-49-02,0,0,1,0
5,2,0,2,143,4,4,US-62-01,0,0,1,0
5,1,1,1,85,4,4,WILLIE RAY DR.,0,0,1,0
5,2,0,2,145,4,5,SR-367-17,0,0,1,0
5,1,0,1,51,4,6,SR-7-09,0,0,1,0
5,2,0,2,13,4,7,US-278-11,0,0,1,1
5,1,0,1,89,4,1,CR-3001,0,0,1,0
5,2,0,2,123,4,2,SR-1-12B,0,0,1,0
5,1,0,1,43,4,2,GABBERT,0,0,1,0
5,1,0,1,61,4,3,SR-355-01,0,0,1,0
5,1,0,1,9,4,4,SR-7-20,0,0,1,1
5,2,0,2,43,4,5,US-425-04,0,0,1,0
5,2,0,4,119,4,6,NORTH HILLS,0,0,1,0
5,1,1,1,77,4,7,US-79-15,0,0,1,0
5,1,0,1,57,4,1,CR-3,0,0,1,0
5,1,0,1,99,4,1,SR-24-05,0,0,1,1
5,1,0,2,59,4,1,CR-STRINGTOWN,0,0,1,0
5,2,0,2,131,4,1,NORTH O ST,0,0,1,0
5,1,0,4,133,4,3,CR-BRADLEY CHAPEL RD,0,0,1,0
5,2,2,2,35,4,3,I-55-11,0,0,2,1
5,2,0,2,119,4,4,ROOSEVELT RD,0,0,1,0
5,2,0,2,131,4,5,SR-22-01,0,0,1,0
5,1,0,2,99,4,7,US-67-03,0,0,1,0
5,1,0,4,115,4,1,CR-ROY TAYLOR RD.,0,0,1,0
5,4,1,4,119,4,7,I-630-21,0,0,1,0
5,2,0,2,139,4,5,US-167-01,0,0,1,0
5,2,0,2,69,4,5,CR-STAGECOACH,0,0,1,0
5,1,0,1,69,4,6,US-530-263,0,0,1,0
5,1,0,1,57,4,7,SR-195-05,0,0,1,0
5,1,0,4,115,4,1,SR-7-15,0,0,1,1
5,1,1,2,45,4,1,COLLEGE AVE,0,0,1,0
5,1,0,1,55,4,1,E. NORTHEND AVE.,0,0,1,0
5,1,0,1,147,4,1,US-49-07,0,0,1,0
5,1,0,1,141,4,2,SR-337-01,0,0,1,1
5,2,0,2,45,2,3,SR-60-00,0,0,1,0
5,1,0,1,137,5,4,SR-5-16,0,0,1,0
5,3,0,4,29,5,4,SR-9-08,0,0,1,0
5,4,0,2,119,5,5,US-70-13,0,0,2,0
5,2,0,2,19,5,2,US-67-05,0,0,1,0
5,2,0,2,11,5,3,SR-8-12,0,0,1,0
5,6,0,9,117,5,4,I-40-42,0,0,1,0
5,2,0,2,109,5,4,SR-8-04,0,0,1,0
5,1,0,1,23,5,5,SR-210-01,0,0,1,1
5,1,0,1,143,5,5,CR-HAZEL VALLEY RD/CR-47,0,0,1,0
5,1,0,1,119,5,6,1 AIRPORT RD,0,0,1,0
5,1,0,2,15,5,6,SR-143-01,0,0,1,0
5,1,0,1,101,5,1,SR-43-01,0,0,1,0
5,1,1,1,149,5,1,SR-27-09,0,0,1,0
5,1,0,1,133,5,2,US-71-05,0,0,1,0
5,1,0,1,105,5,5,SR-10-05,0,0,1,1
5,2,0,3,9,5,6,SR-14-01,0,0,1,0
5,2,0,3,51,5,7,US-70-08,0,0,1,1
5,1,0,1,31,5,1,SR-139-01,0,0,1,0
5,2,0,4,45,5,1,US-64-09,0,0,1,0
5,1,0,1,143,5,2,US-412-02/ROBINSON,0,0,1,0
5,2,0,2,119,5,3,SR-176-01,0,0,1,0
5,2,0,3,145,5,3,SR-5-14,0,0,1,0
5,1,1,2,107,5,4,W. PARK ST.,0,0,1,1
5,2,0,3,45,5,5,US-65-09B,0,0,1,0
5,1,0,1,7,5,5,SR-264-03,0,0,1,0
5,1,0,4,119,5,6,SR-161-05,0,0,3,0
5,1,0,2,119,5,6,I-530-02,0,0,1,0
5,1,1,2,51,5,7,SR-7-09,0,0,1,0
5,1,0,3,87,5,1,SR-16-04,0,0,1,0
5,1,0,2,43,5,2,CR-OLD HIGHWAY 13,0,0,1,0
5,1,0,1,71,5,2,SR-123-03,0,0,1,0
5,2,0,2,91,5,2,SR-549-01,0,0,1,1
5,1,0,1,85,5,4,SR-319-02,0,0,1,0
5,4,0,17,29,5,5,I-40-31,0,0,1,0
5,1,0,2,143,5,6,CR-BLACK OAD RD WC 57,0,0,1,1
5,1,0,1,7,4,4,ALLISON DR,0,0,1,0
5,2,0,2,31,1,6,US-63-07,0,0,1,0
5,1,0,1,117,5,1,SR-249-01,0,0,1,0
5,2,0,5,51,5,6,US-270-06,0,0,1,0
5,1,0,3,71,6,1,SR-103-01,0,0,1,0
5,3,0,10,51,6,1,SR-7-09/CENTRAL AVE.,0,0,1,1
5,1,0,1,143,6,2,WAGON WHEEL RD.,0,0,1,0
5,1,0,2,85,6,4,CR-NEW COUNTRY RD.,0,0,1,0
5,1,0,1,23,6,4,SR-16-12,0,0,1,0
5,1,0,1,125,6,4,SR-9-05,0,0,1,0
5,1,0,1,147,6,5,US-145-04,0,0,1,0
5,1,0,1,63,6,5,CR-DRY RUN CIR.,0,0,1,1
5,2,0,8,95,6,5,I-40-43,0,0,1,0
5,4,0,2,83,6,6,SR-22-03,0,0,1,0
5,1,1,2,107,6,7,US-49-10,0,0,1,0
5,2,0,3,1,6,7,CR-YODER RD,0,0,1,0
5,2,0,4,117,6,7,SR-38-01,0,0,1,1
5,2,0,2,131,6,1,US-271-01,0,0,1,0
5,1,0,1,85,6,1,SR-381-01,0,0,1,0
5,2,0,2,31,6,3,SR-18-04,0,0,1,0
5,1,0,1,117,6,3,SR-11-10,0,0,1,0
5,2,0,2,145,6,3,US-64-10,0,0,1,0
5,2,0,4,13,6,4,US-79-05,0,0,2,0
5,2,0,2,103,6,4,US-79-03,0,0,1,0
5,1,0,2,87,6,5,SR-23-08,0,0,1,0
5,1,0,1,93,6,5,US-61-03,0,0,1,1
5,2,0,2,119,6,6,CR-E. JUSTICE RD.,0,0,1,1
5,1,0,1,81,6,6,US-71-04,0,0,1,1
5,1,0,1,111,6,6,CR-REYNOLDS RD,0,0,1,1
5,1,0,1,67,6,7,SR-18-00,0,0,1,1
5,1,0,1,11,6,7,CR-93,0,0,1,0
5,1,0,1,125,6,7,SR-9-05,0,0,1,0
5,2,0,6,95,6,7,US-70-17,0,0,1,0
5,1,0,1,31,6,7,SR-135-02,0,0,1,0
5,1,0,1,63,6,1,CR-MCHUE RD,0,0,1,1
5,2,0,4,145,6,1,SR-36-03,0,0,1,0
5,2,0,3,89,6,1,US-62-08,0,0,1,0
5,1,0,1,125,6,1,CR-KRISTEN CIR.,0,0,1,1
5,2,0,3,35,6,2,US-64-17,0,0,2,0
5,2,0,4,55,6,2,US-412-08,0,0,1,0
5,1,0,2,93,6,3,SR-120-01,0,0,1,1
5,2,0,3,125,6,5,SR-367-12,0,0,1,0
5,1,0,2,93,6,5,CHERRY,0,0,1,0
5,2,0,3,51,6,6,SR-7-09,0,0,1,0
5,3,0,6,35,6,7,I-55-11,0,0,3,1
5,1,0,5,117,6,1,I-40-42,0,0,2,0
5,1,0,1,51,6,1,CR-THORTON FERRY RD,0,0,1,0
5,1,0,3,103,6,3,ELM STREET,0,0,1,0
5,2,0,2,75,6,4,SR-115-02,0,0,1,0
5,2,0,2,107,6,5,US-49-10,0,0,1,0
5,1,0,3,145,6,6,SR-16-13,0,0,2,1
5,1,0,1,125,6,7,SR-5-07,0,0,1,0
5,2,0,3,51,6,1,SR-7-10,0,0,1,1
5,1,0,2,141,6,1,CR-BURNT RIDGE RD,0,0,1,1
5,2,0,2,125,6,7,CR-MARS HILL RD,0,0,1,0
5,1,1,1,77,1,7,W CHESTNUT ST,0,0,1,0
5,1,0,2,35,3,1,US-64-17,0,0,1,0
5,1,9,1,147,7,3,SR-17-05,0,0,1,0
5,1,0,1,15,7,4,SR-23-11,0,0,1,0
5,2,0,5,51,7,5,CR-THORTON FERRY RD,0,0,1,0
5,1,0,2,93,7,6,I-55-12,0,0,1,0
5,1,0,1,29,7,6,US-64-07,0,0,1,0
5,1,0,1,119,7,2,MABELVALE CTF,0,0,1,1
5,2,0,4,19,7,2,SR-7-07,0,0,1,0
5,1,1,1,135,7,2,US-63-02,0,0,1,0
5,2,0,2,81,7,3,SR-32-03B,0,0,1,0
5,1,0,1,45,7,6,SR-107-02,0,0,1,0
5,2,0,5,51,7,6,US-270-06,0,0,1,1
5,4,0,5,31,7,6,SR-18-04,0,0,2,1
5,1,0,1,69,7,7,SR-15-08,0,0,1,1
5,1,0,1,119,7,1,REMOUNT RD,0,0,1,0
5,1,0,2,113,7,4,US-71-09,0,0,1,0
5,2,0,1,51,7,4,SR-7-09,0,0,1,1
5,1,0,2,119,7,6,I-40-33,0,0,1,0
5,1,1,1,59,7,6,SR-7-08,0,0,1,0
5,1,0,1,29,7,7,SR-287-04,0,0,1,1
5,1,0,1,131,7,7,KELLEY HWY,0,0,1,0
5,1,0,3,7,7,1,SR-59-01,0,0,1,0
5,1,0,1,15,7,2,CR-WOODSDALE DR,0,0,1,0
5,1,0,1,81,7,6,US-71-04,0,0,1,0
5,1,0,2,119,7,6,CR-PETERS RD.,0,0,1,0
5,1,0,1,111,7,6,SR-63-09,0,0,1,0
5,1,0,4,135,7,7,SR-58-03,0,0,1,1
5,1,0,1,35,7,7,CR-KING STORE,0,0,1,0
5,1,1,1,81,7,7,US-71-04,0,0,1,0
5,1,0,1,149,7,1,SR-309-10,0,0,1,0
5,1,0,2,49,7,2,CR-FERNWOOD RD.,0,0,1,0
5,1,0,1,97,7,3,CR-SOUTHSIDE RD.,0,0,1,0
5,1,0,1,107,7,4,SR-242-01,0,0,1,0
5,1,0,1,69,7,4,SR-190-05,0,0,1,0
5,1,1,1,35,6,2,OXFORD ST.,0,0,1,0
5,1,0,4,125,6,6,SR-5-07,0,0,1,0
5,2,1,3,143,8,5,US-71-17B,0,0,1,0
5,1,1,1,103,8,6,US-79-04,0,0,1,0
5,1,0,1,7,8,6,I-540-05,0,0,1,0
5,2,0,2,55,8,7,BARNHILL RD.,0,0,1,0
5,1,0,3,1,8,1,S. MAIN ST.,0,0,1,0
5,2,0,2,105,8,1,STONY POINT RD.,0,0,1,0
5,1,0,1,103,8,3,SR-24-06,0,0,1,0
5,3,0,9,91,8,7,I-30-11,0,0,3,0
5,1,0,1,85,8,1,CR-S. ROCKWOOD,0,0,1,1
5,3,0,7,141,8,1,US-65-08,0,0,1,0
5,1,0,2,33,8,2,SR-162-01,0,0,2,1
5,2,0,2,69,8,3,US-270-11,0,0,1,0
5,1,0,1,37,8,5,SR-281-01,0,0,1,1
5,1,1,1,7,8,7,US-71-18B,0,0,1,0
5,1,0,3,3,8,1,SR-133-01,0,0,1,1
5,1,0,2,15,8,1,SR-187-00,0,0,1,0
5,1,0,1,31,8,1,CR-860,0,0,1,0
5,2,0,2,45,8,2,US-64-08,0,0,1,0
5,1,1,1,51,8,3,LACEY,0,0,1,1
5,1,0,1,69,8,3,SR-54-10,0,0,1,1
5,2,0,3,81,8,4,SR-32-03,0,0,2,0
5,2,0,2,113,8,4,SR-88-02,0,0,1,1
5,2,0,4,83,8,5,SR-309-03,0,0,3,0
5,1,0,1,59,8,6,SR-128-07,0,0,1,0
5,1,0,2,85,8,7,CS-S.ROCKWOOD,0,0,1,1
5,1,0,2,125,8,1,CS- EAST 3RD STREET,0,0,1,1
5,1,0,1,69,8,1,US-65-14B,0,0,1,0
5,1,0,3,139,8,1,SR-160-05,0,0,1,0
5,1,0,1,139,8,2,US-82-07,0,0,1,0
5,1,0,1,143,8,3,CR- HALE MOUNTAIN RD.,0,0,1,0
5,2,0,2,131,8,5,CS- MASSARD ROAD,0,0,1,0
5,1,0,1,25,8,6,SR-114-00,0,0,1,0
5,1,0,1,113,8,6,SR-246-00,0,0,1,1
5,2,0,2,115,8,5,US-64-06,0,0,1,0
5,2,0,2,117,9,3,CR- LAWMAN RD,0,0,1,0
5,2,0,3,143,9,4,CS- DON TYSON PARKWAY,0,0,1,0
5,1,0,1,91,9,5,US-67-01,0,0,1,0
5,2,0,4,55,9,5,SR- 358-01,1,0,1,0
5,1,0,2,49,9,5,CR- PICKEREN HALL ROAD,0,0,1,1
5,1,0,1,5,9,6,SR-5-19,0,0,1,1
5,1,0,1,85,9,6,SR- 31-03,0,0,1,1
5,1,1,2,35,9,7,CS- EAST MONROE STREET,0,0,1,0
5,1,0,2,51,9,7,SR- 7-09,0,0,1,0
5,1,0,2,51,9,7,SR- 227-00,0,0,1,0
5,1,0,1,137,9,7,SR-14-07,0,0,1,0
5,1,0,1,51,9,7,CR-BROOKHILL RANCH RD.,0,0,1,1
5,1,0,3,67,9,1,US-67-15,0,0,1,0
5,2,0,2,133,9,3,US-71-06,0,0,1,0
5,1,0,1,7,9,4,CR-HOOK MONUMENT RD.,0,0,1,0
5,2,1,2,143,9,5,US-71-17B,0,0,1,0
5,1,0,2,145,9,6,SR-5-14,0,0,1,1
5,1,0,1,119,9,4,LINDENHURST,0,0,1,0
5,2,0,2,63,9,6,SR-25-05,0,0,1,0
5,1,0,1,87,9,7,US-412-03B,0,0,1,1
5,2,0,3,31,9,1,SR- 91-02,0,0,2,0
5,3,2,2,9,9,1,SR-7-20,0,0,2,0
5,2,0,2,117,9,5,I-40-42,0,0,1,0
5,1,0,1,23,9,5,CR- CADRON CREEK ROAD,0,0,1,0
5,2,0,5,107,9,6,SR- 242-00,0,0,1,0
5,1,0,2,109,9,6,SR- 27-05,0,0,1,1
5,1,0,1,115,9,7,SR- 326-00,0,0,1,0
5,1,0,2,119,9,1,PRINCETON,0,0,1,0
5,1,0,1,85,5,6,CR-LEWISBURG RD.,0,0,1,0
5,2,0,4,15,10,4,SR- 143-01,0,0,1,0
5,2,0,2,35,10,6,I-55-11,0,0,1,1
5,1,0,5,145,10,1,US-67-12,0,0,2,1
5,3,1,5,125,10,2,I-30-22,0,0,1,0
5,2,0,3,33,10,3,SR-162-01,0,0,1,0
5,1,0,2,125,10,4,SR-229-05,0,0,1,1
5,2,0,2,35,10,4,SOUTHLAND DR,0,0,1,1
5,1,0,2,119,10,5,SR-5-09,0,0,1,1
5,1,0,2,119,10,7,CR-SPARKS RD,0,0,1,0
5,2,0,4,7,10,7,US-412-01,0,0,1,0
5,2,0,2,145,10,1,US-67-12C,0,0,1,0
5,1,0,2,7,10,1,US- 71-18B,0,0,1,0
5,2,0,2,125,10,3,CR- CONGO ROAD,0,0,1,0
5,1,0,2,75,10,3,SR- 117-01,0,0,1,1
5,2,0,3,27,10,4,US- 79-01,0,0,1,0
5,2,0,2,119,10,4,I-530-01,0,0,1,0
5,2,1,2,119,10,5,I-40-33,0,0,1,0
5,1,0,2,125,10,5,CR- RICE RD,0,0,1,1
5,1,0,1,125,10,5,CR- UNITY RD,0,0,1,0
5,2,0,2,71,10,5,US- 64-04,0,0,1,1
5,1,1,1,145,10,5,SR- 367-16,0,0,1,0
5,1,0,1,113,10,7,US- 71-08,0,0,1,0
5,1,1,1,7,10,7,SR- 279-00,0,0,1,0
5,2,0,5,129,10,1,US-65-06,0,0,1,0
5,1,0,1,73,10,4,RED OAK ST.,0,787503N,1,0
5,1,0,2,45,10,5,CR-NAYLOR RD.,0,0,1,0
5,2,0,2,31,10,6,SR-1-17B,0,0,1,1
5,2,0,1,15,10,6,US-62-03,0,0,1,0
5,1,1,1,131,10,1,N GREENWOOD AVE,0,0,1,1
5,1,0,1,103,10,1,US-278-08,0,0,1,0
5,2,0,3,57,10,1,US-278-05B,0,0,1,1
5,2,0,2,119,10,1,CS- KANIS ROAD,0,0,1,0
5,3,0,6,123,10,2,SR- 1-12,0,0,1,0
5,1,1,1,49,10,2,US-62-13,0,0,1,0
5,1,0,1,145,10,2,US- 67-12,0,0,1,0
5,1,0,1,39,10,2,SR- 7-05,0,0,1,1
5,1,0,3,75,10,2,CR-269,0,0,1,1
5,2,0,2,97,10,3,SR-8-02,0,0,1,0
5,1,1,1,79,10,3,US-65-16,0,0,1,0
5,1,0,1,27,10,3,US- 79-02,0,0,1,1
5,1,0,1,115,10,5,RIVER RD.,0,0,1,0
5,1,0,2,105,9,7,SR- 7-11,0,0,1,0
5,1,0,1,27,11,7,SR-19-01,0,0,1,1
5,1,0,1,53,11,7,US-270-10,0,0,1,0
5,1,0,3,137,11,1,SR-5-16,0,0,2,0
5,2,0,2,123,11,1,I-40-51,0,0,1,0
5,2,0,6,91,11,2,US-67-01,0,0,2,0
5,1,0,1,9,11,2,CR-DENVER RD.,0,0,1,1
5,1,0,4,89,11,2,CR-8001,0,0,4,0
5,1,0,1,119,11,2,I-40-33,0,0,1,0
5,1,0,1,51,11,3,FOREST VIEW CIR.,0,0,1,0
5,2,0,5,45,11,3,SR-286-02,0,0,1,0
5,2,0,4,57,11,4,US- 278-05,0,0,1,0
5,1,0,1,123,11,4,SR- 306-02,0,0,1,0
5,2,0,4,119,11,4,CS- VALENTINE ROAD,0,0,3,1
5,1,1,2,51,11,5,US- 270-06,0,0,1,0
5,2,0,2,7,11,6,CR-GUYLL RIDGE RD.,0,0,1,0
5,1,0,3,125,11,7,SR- 5-07,0,0,1,1
5,3,0,1,51,11,1,SR- 7-09,0,0,1,1
5,2,1,2,119,11,1,I- 630-21,0,0,1,0
5,1,0,1,79,11,4,CS- RAILROAD STREET,0,426237D,1,0
5,1,0,1,139,11,5,SR- 129-01,0,0,1,0
5,2,0,2,59,11,5,I-30-21,0,0,1,0
5,1,0,2,117,11,5,SR- 38-01,0,0,1,0
5,2,0,3,31,11,5,SR- 135-02,0,0,1,0
5,1,0,1,47,11,5,I-40-12,0,0,1,0
5,2,0,2,139,11,6,US-82-06,0,0,1,1
5,1,0,1,23,11,7,CR- PLEASANT SPRINGS ROAD,0,0,1,0
5,2,0,2,119,11,1,I-440-01,0,0,1,1
5,1,0,1,59,11,3,US-67-08,0,0,1,0
6,2,0,7,19,2,2,CR-CLOVIS AVE,0,0,1,0
6,1,1,1,99,5,6,CR-CROWS LANDING RD,0,0,1,0
6,2,0,3,77,5,6,CR-JACK TONE RD,0,0,1,0
6,1,1,1,59,6,1,YORKTOWN AVE,0,0,1,0
6,1,0,1,71,6,2,SR-71,0,0,1,0
6,1,0,2,47,6,3,CR-MERCED FALLS RD,0,0,1,0
6,1,0,2,77,6,6,CR-FRENCH CAMP RD,0,0,1,1
6,1,1,1,37,7,3,ALAMEDA ST,0,0,1,0
6,3,0,6,65,4,7,I-215,0,0,1,1
6,2,0,4,71,4,3,C AVENUE,0,0,1,0
6,2,0,3,37,6,3,SR-126,0,0,1,0
6,2,1,3,73,2,3,AVOCADO AVE,0,0,1,0
