STATE,VE_TOTAL,PEDS,PERSONS,COUNTY,MONTH,DAY_WEEK,TWAY_ID,SCH_BUS,RAIL,FATALS,DRUNK_DR
24,2,0,4,13,6,6,SR-31,0,0,1,0
24,2,0,3,13,6,7,CR-585,0,0,1,1
24,1,0,1,25,6,6,US-1,0,0,1,0
24,2,0,2,3,6,7,I-97,0,0,1,1
24,1,0,1,15,6,7,SR-285,0,0,1,1
24,1,1,2,3,4,7,CR-2420,0,0,1,1
24,1,1,1,33,6,7,I-95,0,0,1,0
24,1,0,1,41,6,7,CR-40,0,0,1,1
24,1,1,1,43,5,5,SR-632,0,0,1,0
24,1,2,1,5,5,7,CR-3482,0,0,1,0
24,1,0,2,3,4,1,CR-5461,0,0,1,1
24,1,0,1,45,5,4,SR-12,0,0,1,0
24,3,0,4,33,5,7,SR-382,0,0,1,0
24,1,1,1,25,4,3,MD -00007,0,0,1,0
24,2,0,3,5,4,2,CR-4095,0,0,1,0
24,1,0,1,23,5,4,CR-52,0,0,1,1
24,2,0,5,43,6,7,I-81,0,0,1,0
24,1,1,3,5,6,6,CR-5295,0,0,1,0
24,5,0,10,3,6,6,SR-295,0,0,1,0
24,1,0,1,33,6,6,US-301,0,0,1,0
24,1,0,1,23,6,7,SR-495,0,0,1,1
24,2,0,9,11,6,1,SR-404,0,0,1,1
24,4,0,4,33,6,4,I-95,0,0,1,0
24,1,0,2,25,7,2,I-95,0,0,1,0
24,2,0,2,5,6,7,CR-229,0,0,1,0
24,2,0,2,5,6,1,SR-30,0,0,1,0
24,1,0,5,3,7,5,MU-110,0,0,1,0
24,2,0,2,21,7,6,US-15,0,0,1,0
24,1,1,1,21,6,1,US-40,0,0,1,0
24,1,0,1,3,6,4,SR-295,0,0,1,1
24,1,0,1,33,6,1,US-50,0,0,1,1
24,1,0,2,3,6,7,CR-2885,0,0,1,1
24,1,0,2,31,6,2,SR-28,0,0,1,0
24,1,0,1,31,6,4,SR-586,0,0,1,0
24,1,0,1,43,6,3,SR-67,0,0,1,1
24,1,0,1,33,6,4,SR-450,0,0,1,0
24,2,0,2,21,6,3,SR-80,0,0,1,0
24,1,0,2,41,6,5,US-50,0,0,2,0
24,3,0,3,33,5,5,US-301,0,0,2,0
24,2,0,6,35,5,6,CR-310,0,0,1,0
24,3,0,6,31,6,1,SR-97,0,0,3,1
24,2,0,2,33,6,4,SR-197,0,0,1,0
24,2,0,4,25,6,5,CR-1510,0,0,1,0
24,2,0,4,19,6,7,SR-16,0,0,1,0
24,2,0,3,23,6,5,SR-495,0,0,1,0
24,1,0,1,5,7,4,CR-6933,0,0,1,1
24,1,0,1,5,7,6,SR-147,0,0,1,0
24,1,0,5,15,7,1,CR-267,0,0,1,0
24,1,0,1,43,7,2,SR-491,0,0,1,1
24,1,1,1,33,7,1,CR-6591,0,0,1,0
24,3,0,8,45,7,1,US-50,0,0,1,0
24,2,0,2,13,7,1,SR-32,0,0,1,0
24,1,0,1,33,7,2,SR-978,0,0,1,0
24,1,0,1,3,7,4,SR-10,0,0,1,0
24,1,0,2,5,7,6,US-40,0,0,2,1
24,2,0,2,27,7,3,US-1,0,0,1,0
24,1,1,2,3,7,4,SR-648,0,0,1,0
24,2,0,2,45,7,3,SR-349,0,0,1,1
24,1,0,2,3,7,4,SR-424,0,0,1,1
24,1,1,1,15,7,6,US-1,0,0,1,0
24,1,1,2,41,7,1,US-50,0,0,1,1
24,2,0,5,25,7,7,SR-543,0,0,1,1
24,1,1,1,5,7,7,SR-150,0,0,1,0
24,1,0,1,29,8,5,SR-445,0,0,1,1
24,2,0,2,33,7,5,I-495,0,0,1,1
24,1,0,2,43,8,5,I-70,0,0,1,0
24,2,0,9,5,7,4,CR-2501,0,0,1,0
24,2,0,2,15,8,6,US-1,0,0,1,0
24,1,1,1,5,8,2,SR-150,0,0,1,0
24,2,0,2,5,8,7,I-695,0,0,1,0
24,2,0,3,35,8,1,SR-18,0,0,1,1
24,2,0,2,13,8,1,SR-140,0,0,1,1
24,1,0,1,37,6,3,SR-470,0,0,1,0
24,1,0,1,31,6,5,SR-193,0,0,1,0
24,1,1,1,31,6,1,CR-164,0,0,1,0
24,1,0,2,31,7,5,MU-77,0,0,1,0
24,1,1,1,15,8,5,US-40,0,0,1,0
24,1,0,1,39,8,6,US-13,0,0,1,1
24,2,0,3,5,8,7,CR-2250,0,0,1,0
24,1,1,1,17,8,5,US-301,0,0,1,0
24,1,1,1,33,8,2,CR-81,0,0,1,0
24,1,0,1,45,8,1,CR-1302,0,0,1,1
24,3,0,3,33,8,1,I-95,0,0,1,0
24,2,0,4,43,8,4,MU-2547,0,0,1,0
24,2,0,3,510,8,5,BALTIMORE ST,0,0,1,0
24,1,1,1,3,8,4,CR-2749,0,0,1,0
24,1,1,1,3,8,3,CR-1809,0,0,1,0
24,1,0,2,21,8,1,SR-550,0,0,1,0
24,3,0,3,5,6,5,I-95,0,0,1,0
24,2,0,3,3,7,2,SR-173,0,0,1,0
24,1,0,2,37,7,1,SR-235,0,0,1,1
24,2,0,2,5,7,6,CR-2255,0,0,1,0
24,2,0,2,33,7,7,I-95,0,0,1,1
24,2,0,2,15,7,5,CR-8,0,0,1,0
24,4,0,4,33,7,5,I-95,0,0,1,1
24,2,0,2,21,7,1,SR-77,0,0,1,0
24,1,1,1,5,9,1,US-40,0,0,1,0
24,3,1,1,510,7,5,I-95,0,0,1,1
24,1,1,1,15,7,5,CR-558,0,0,1,0
24,1,0,1,1,7,6,MU-3690,0,0,1,1
24,1,0,1,25,7,7,CR-456,0,0,1,1
24,1,0,1,39,7,2,SR-667,0,0,1,0
24,1,1,1,510,7,3,EASTERN AVE,0,0,1,0
24,1,0,1,35,8,7,CR-156,0,0,1,1
24,1,1,1,37,9,1,SR-235,0,0,1,0
24,2,0,5,33,6,4,SR-414,0,0,1,0
24,1,1,1,27,6,3,SR-216,0,0,1,0
24,1,0,1,31,9,1,SR-650,0,0,1,1
24,1,0,1,33,8,6,CR-1505,0,0,1,1
24,1,1,1,33,8,7,CR-96,0,0,1,0
24,2,0,4,9,8,4,CR-133,0,0,1,0
24,1,1,1,33,8,5,SR-202,0,0,1,0
24,1,0,1,5,9,2,CR-4542,0,0,1,1
24,2,0,3,13,8,7,SR-140,0,0,1,0
24,1,0,1,31,8,6,CR-6726,0,0,1,0
24,1,0,1,13,9,7,CR-50,0,0,1,0
24,2,0,2,9,9,3,SR-3,0,0,1,0
24,1,0,1,45,9,6,CR-248,0,0,1,1
24,1,0,1,17,9,5,SR-5,0,0,1,1
24,2,0,4,33,8,1,CR-3675,0,0,1,0
24,1,0,1,11,9,7,SR-313,0,0,1,1
24,1,0,1,21,9,7,CR-517,0,0,1,1
24,1,0,1,33,9,2,SR-198,0,0,1,0
24,2,0,2,19,9,4,SR-331,0,0,1,0
24,1,0,1,43,9,7,CR-511,0,0,1,1
24,1,1,1,29,9,7,SR-289,0,0,1,0
24,1,0,1,43,9,4,I-70,0,0,1,0
24,1,0,1,31,9,6,SR-44,0,0,1,1
24,1,1,1,47,9,6,US-50,0,0,1,0
24,2,0,3,5,9,6,I-695 RAMP,0,0,1,1
24,1,1,8,5,9,4,SR-147,0,0,1,0
24,1,0,3,11,9,1,SR-311,0,0,2,0
24,1,0,1,31,9,4,SR-108,0,0,1,1
24,2,0,3,21,8,2,SR-194,0,0,1,0
24,1,1,1,15,9,4,SR-279,0,0,1,1
24,1,0,1,27,9,4,I-895,0,0,1,1
24,1,0,4,33,9,1,US-1,0,0,1,0
24,3,0,3,25,8,6,I-95,0,0,1,1
24,2,0,4,33,8,1,I-95,0,0,1,1
24,2,0,3,17,9,2,US-301,0,0,2,1
24,4,0,6,33,8,7,SR-210,0,0,1,4
24,1,0,1,27,6,1,I-70,0,0,1,0
24,1,0,2,27,7,6,CR-24,0,0,2,1
24,1,0,1,33,8,7,SR-202 RAMP,0,0,1,0
24,1,1,1,31,8,5,SR-97,0,0,1,0
24,1,1,1,510,9,3,US-1,0,0,1,0
24,1,0,1,33,9,6,CR-148,0,0,1,1
24,1,0,1,11,10,1,SR-313,0,0,1,0
24,1,1,2,29,10,6,SR-104,0,0,1,1
24,2,0,3,3,10,6,SR-3,0,0,1,0
24,1,1,1,33,10,5,SR-4,0,0,1,0
24,1,1,1,510,10,6,NORTH AVE,0,0,1,0
24,2,0,2,33,10,2,I-495,0,0,1,1
24,1,0,1,5,10,7,CR-7032,0,0,1,1
24,1,0,1,33,10,3,SR-381,0,0,1,1
24,1,1,1,25,10,4,I-95,0,0,1,0
24,1,0,4,17,6,2,CR-47,0,0,1,0
24,1,1,1,17,7,7,SR-228,0,0,1,1
24,1,0,2,43,9,5,I-70,0,0,1,0
24,1,1,2,37,10,5,SR-234,0,0,1,0
24,2,0,3,9,10,1,SR-263,0,0,2,0
24,1,0,1,27,10,2,US-29,0,0,1,1
24,2,0,2,3,10,2,SR-450,0,0,1,0
24,2,0,4,13,10,4,SR-26,0,0,1,0
24,1,0,3,17,10,6,CR-470,0,0,1,1
24,1,0,1,33,10,3,CR-931,0,0,1,1
24,1,0,1,21,10,7,US-15,0,0,1,1
24,2,0,3,27,1,6,SR-121,0,0,1,0
24,1,0,1,3,10,2,SR-450,0,0,1,1
24,8,0,14,3,8,3,SR-3,0,0,3,0
24,1,0,1,45,10,5,CR-333,0,0,1,0
24,1,0,1,5,10,7,CR-7150,0,0,1,1
24,2,0,1,33,10,5,I-95,0,0,1,0
24,2,0,3,27,9,6,US-1,0,0,1,0
24,1,1,2,47,10,1,US-50,0,0,1,0
24,3,0,4,43,10,4,US-40AL,0,0,1,0
24,2,0,3,33,10,4,CR-302,0,0,1,1
24,2,0,5,33,10,2,CR-974,0,0,1,0
24,2,0,2,25,10,7,SR-23,0,0,1,0
24,2,0,4,21,10,5,SR-194,0,0,1,0
24,2,0,2,510,10,5,I-895,0,0,1,2
24,2,0,2,27,10,3,US-1,0,0,1,0
24,4,0,4,5,10,2,I-695,0,0,1,0
24,2,0,3,33,11,6,SR-212,0,0,2,0
24,2,0,6,33,11,6,SR-4,0,0,1,0
24,1,2,1,47,11,6,US-113,0,0,1,0
24,1,0,1,11,11,4,SR-312,0,0,1,1
24,2,0,2,15,11,5,US-40,0,0,1,0
24,2,0,3,33,11,6,SR-214,0,0,1,0
24,2,0,2,31,11,3,I-70,0,0,1,1
24,3,0,3,13,11,6,SR-91,0,0,1,0
24,1,0,1,27,11,7,US-1,0,0,1,1
24,1,1,1,23,11,3,I-68,0,0,1,0
24,2,0,3,31,11,1,SR-119,0,0,1,1
24,4,0,4,25,11,4,I-95,0,0,1,0
24,2,2,1,5,11,5,I-695,0,0,1,0
24,2,0,2,3,11,5,I-595,0,0,1,0
24,1,1,1,3,11,6,SR-003,0,0,1,0
24,2,0,2,33,11,1,I-95,0,0,1,1
24,2,0,2,33,11,7,CR-599,0,0,1,1
24,1,1,1,25,11,7,SR-24,0,0,1,0
24,1,0,1,33,11,5,CR-226,0,0,1,1
24,3,0,5,5,11,5,SR-45,0,0,2,3
24,1,1,1,33,11,6,SR-193,0,0,1,0
24,3,0,3,25,11,4,US-40,0,0,1,0
24,1,0,4,23,11,7,US-40AL,0,0,1,1
24,1,0,1,33,11,1,CR-4024,0,0,1,1
24,2,0,7,3,11,6,I-97,0,0,1,0
24,1,0,1,33,11,1,CR-1202,0,0,1,1
24,1,1,2,510,8,6,US-1,0,0,1,0
24,1,0,1,510,9,4,US-40,0,0,1,1
24,1,0,1,510,9,2,O'DONNELL STREET,0,0,1,0
24,1,1,1,15,10,6,US-40,0,0,1,0
24,1,1,1,510,10,4,E. PAPTAPSCO RD,0,0,1,0
24,1,1,1,37,11,2,SR-5,0,0,1,0
24,1,0,1,510,11,1,CATON AVE,0,0,1,1
24,1,0,1,5,11,2,LOCH RAVEN DRIVE,0,0,1,0
24,3,1,1,510,7,6,US-1,0,0,1,1
24,1,0,1,15,11,1,CR-41,0,0,1,0
24,3,0,3,13,11,5,BUFFALO RD,0,0,2,1
24,2,0,2,19,11,2,US-50,0,0,1,0
24,1,0,1,31,11,1,SR-185,0,0,1,0
24,2,0,4,45,2,3,US-13,0,0,1,1
24,1,0,1,33,4,4,SR-295,0,0,1,0
24,2,0,2,17,11,4,SR-5BU,0,0,1,1
24,1,1,1,33,11,3,SR-4,0,0,1,0
24,5,0,10,33,11,6,SR-197,0,0,1,0
24,2,1,5,43,12,1,CR-852,0,0,1,0
24,2,1,1,25,12,3,US-40,0,0,1,0
24,2,0,1,33,12,3,CR-3349,0,0,1,1
24,1,0,1,5,12,5,I-695,0,0,1,1
24,2,0,5,35,12,5,SR-303,0,0,1,0
24,2,0,2,9,12,6,SR-261,0,0,1,0
24,1,0,1,45,12,7,SR-352,0,0,1,0
24,1,0,1,33,12,2,SR-198,0,0,1,1
24,2,0,2,27,12,7,US-40,0,0,1,0
24,1,1,1,15,12,6,SR-7C,0,0,1,0
24,1,1,6,39,12,6,SR-920,0,0,1,0
24,2,0,3,21,12,7,I-70,0,0,1,1
24,2,0,2,5,12,1,I-695,0,0,1,1
24,2,0,4,31,12,3,CR-4991,0,0,1,0
24,2,0,4,31,12,7,CR-7072,0,0,1,0
24,2,0,3,31,12,7,SR-189,0,0,1,0
24,2,0,4,45,12,3,US-50,0,0,2,0
24,2,0,2,25,12,2,US-1,0,0,1,0
24,1,1,1,33,12,2,SR-501,0,0,1,0
24,2,0,8,33,12,1,SR-214,0,0,2,0
24,3,0,3,13,12,5,SR-30,0,0,1,0
24,1,0,2,31,12,1,CR-142,0,0,1,1
24,1,1,1,510,5,6,US-1,0,0,1,0
24,1,0,1,27,10,1,I-95,0,0,1,0
24,3,0,3,31,10,6,SR-117,0,0,1,0
24,1,0,2,33,5,1,SR-212,0,0,2,1
24,1,0,1,5,12,3,CR-4779,0,0,1,1
24,3,0,4,43,12,3,US-40AL,0,0,1,1
24,1,1,1,5,12,4,SR-151,0,0,1,0
24,1,1,1,33,12,2,SR-210,0,0,1,0
24,1,1,1,27,10,6,CR-1579,0,0,1,0
24,1,0,2,33,8,5,SR-295,0,0,1,1
24,1,1,1,33,10,4,SR-295,0,0,1,0
24,1,0,1,33,12,1,SR-295,0,0,1,0
24,2,0,6,33,12,5,SR-295,0,0,2,0
24,2,0,3,31,9,2,SR-927,0,0,1,0
24,1,1,1,33,11,6,SR-202,0,0,1,0
24,1,0,2,510,12,3,HOLLINS FERRY RD,0,9999999,2,0
24,1,1,2,25,12,4,LINWOOD AVE,0,0,1,0
24,1,0,1,33,12,5,CR-167,0,0,1,1
24,2,1,3,21,7,4,SR-85,0,0,1,0
24,3,0,4,510,9,3,NORTHERN PKWY,0,0,3,0
24,3,0,4,510,10,2,W. BELVEDERE AVE,0,0,1,0
24,2,0,2,510,11,6,REISTERSTOWN RD,0,0,1,0
24,1,0,1,510,12,5,INDIAN HEAD RD,0,0,1,0
24,1,1,1,510,12,3,BELAIR RD,0,0,1,0
24,1,1,1,510,12,4,E 25TH STREET,0,0,1,0
24,3,1,3,33,12,6,SUITLAND PARKWAY,0,0,1,0
25,3,0,4,23,1,3,SR-28 511 W GROVE STREET,0,0,2,0
25,2,1,2,17,1,5,I-95/SR-128,0,0,1,0
25,1,0,1,5,1,4,PECKHAM ROAD,0,0,1,0
25,1,1,1,27,1,1,MOUNTAIN STREET EAST,0,0,1,0
25,1,0,3,13,1,2,SR-57,0,0,1,0
25,1,1,2,9,1,1,LOWELL STREET,0,0,1,0
25,1,0,1,5,1,6,CEDAR STREET,0,0,1,0
25,1,0,1,13,1,1,BROOKDALE DRIVE,0,0,1,0
25,1,0,2,27,1,3,SR-122,0,0,1,0
25,1,0,1,23,2,7,WEST STREET,0,0,1,1
25,1,0,1,27,2,1,SR-140,0,0,1,0
25,1,0,1,27,2,2,SR-12,0,0,1,1
25,1,0,2,9,2,5,I-93 SOUTH,0,0,1,0
25,2,0,2,5,2,3,SR-123 W MAIN ST,0,0,1,0
25,1,0,3,13,2,6,MAIN STREET,0,0,1,1
25,1,0,1,5,2,3,SR-123,0,0,1,0
25,1,0,1,5,2,4,I-95 WEST,0,0,1,0
25,1,0,1,5,2,1,FIELD STREET,0,0,1,1
25,1,0,1,23,2,2,GREAT NECK ROAD,0,0,1,0
25,1,1,1,13,2,2,MAIN STREET,0,0,1,0
25,1,0,1,5,2,2,I-495 NORTH,0,0,1,0
25,1,0,1,5,2,2,SR-24,0,0,1,1
25,1,0,1,9,2,3,SR-133,0,0,1,1
25,1,1,1,21,3,3,BEACON STREET,0,0,1,0
25,2,0,2,5,3,6,SR-138,0,0,1,1
25,2,0,4,9,2,7,ESSEX STREET,0,0,1,1
25,1,0,1,3,3,7,SR-43,0,0,1,0
25,1,1,1,9,3,7,I-95,0,0,1,0
25,1,0,1,13,4,6,I-90,0,0,1,1
25,2,0,3,1,2,6,SR-6A,0,0,2,0
25,2,0,2,27,3,3,US-202,0,0,1,1
25,2,0,3,17,3,1,SR-125,0,0,1,0
25,1,0,2,27,3,1,SR-140,0,0,1,1
25,2,0,3,27,2,1,SR-31 ASHBY STATE ROAD,0,0,2,0
25,1,0,1,23,4,7,NORTH STREET,0,0,1,1
25,2,0,2,17,3,1,SR-117 EAST,0,0,1,1
25,1,1,1,27,2,4,SR-70,0,0,1,0
25,2,0,2,23,3,7,US-44,0,0,1,1
25,2,0,3,13,3,7,US-20,0,0,1,1
25,1,0,1,27,4,2,GREEN STREET,0,0,1,1
25,4,0,4,27,3,2,FRANKLIN STREET,0,0,1,0
25,1,0,1,17,4,2,I-90,0,0,1,0
25,1,0,1,9,4,7,SR-128,0,0,1,1
25,1,1,1,17,4,4,LAND BOULEVARD,0,0,1,0
25,2,0,3,23,3,7,US-44,0,0,1,1
25,2,0,2,5,4,2,SR-138,0,0,1,1
25,2,0,3,17,4,3,US-28,0,0,1,0
25,1,1,1,23,4,6,SR-28,0,0,1,0
25,2,0,2,13,4,7,BOWERS STREET,0,0,1,0
25,1,0,5,23,4,1,WESTGATE DRIVE,0,0,1,0
25,1,1,1,25,5,5,CAMBRIDGE STREET,0,0,1,0
25,1,1,3,17,5,3,FRANKLIN STREET,0,0,1,0
25,2,0,3,27,5,4,I-290 WEST,0,0,1,0
25,1,0,2,21,5,6,BOLIVAR STREET,0,0,1,1
25,2,0,2,5,5,3,US-24,0,0,1,0
25,2,0,2,9,5,6,WALNUT STREET,0,0,1,1
25,1,0,1,9,5,1,SOHIER ROAD,0,0,1,0
25,1,0,1,27,5,7,OTIS STREET,0,0,1,0
25,1,0,1,17,6,1,I-495 SOUTH,0,0,1,0
25,1,0,1,27,5,3,PINEDALE AVENUE,0,0,1,0
25,1,1,1,15,5,1,SR-9,0,0,1,0
25,1,0,2,17,6,1,I-95 NORTH,0,0,1,0
25,1,1,1,17,6,5,I-495 NORTH,0,0,1,0
25,2,0,2,27,6,1,SR-9,0,0,1,0
25,1,0,1,1,6,6,EDGEWATER DRIVE EAST,0,0,1,0
25,1,0,8,23,6,1,I-195,0,0,1,0
25,1,0,1,27,6,7,SR-2,0,0,1,0
25,1,0,1,11,7,4,NORTH LEVERETT ROAD,0,0,1,1
25,1,1,1,9,6,6,SR-107,0,0,1,0
25,2,0,5,13,7,4,I-91,0,0,1,0
25,3,0,6,17,5,7,I-90 RAMP TO SR-128,0,0,1,0
25,1,1,1,5,6,6,READ STREET,0,0,1,0
25,2,1,5,17,6,7,US-3,0,0,1,0
25,3,0,8,1,7,5,US-6/SR-3 SAGAMORE BRIDGE,0,0,2,0
25,1,0,2,5,7,7,I-495,0,0,1,1
25,1,0,2,11,7,1,I-91 NORTH,0,0,2,0
25,2,0,2,23,6,7,WEST STREET,0,0,1,0
25,1,1,2,23,1,4,FOREST STREET,0,0,1,0
25,2,0,2,27,1,6,SR-122,0,0,1,0
25,1,1,1,13,1,1,WESTERN AVENUE,0,0,1,0
25,1,0,1,9,2,2,LAWRENCE ROAD,0,0,1,0
25,1,1,1,17,2,3,SALEM ROAD,0,0,1,0
25,1,1,1,25,1,4,PALMER STREET,0,0,1,0
25,1,1,1,25,2,4,WILLIAM DAY BOULEVARD,0,0,1,0
25,1,1,1,27,1,3,I-395,0,0,1,0
25,2,0,2,17,2,6,SR-126,0,0,1,0
25,2,0,2,25,3,4,SR-28 BLUE HILL AVE,0,0,1,0
25,2,0,5,27,4,7,SR-2,0,0,1,0
25,2,0,2,27,5,6,GREEN STREET,0,0,1,0
25,1,0,3,21,6,6,I-495 NORTH,0,0,1,0
25,1,0,2,27,6,3,I-395 NORTH,0,0,1,0
25,1,0,1,13,4,2,US-20 EAST,0,0,1,0
25,2,0,3,5,5,6,SR-88,0,0,1,0
25,1,1,1,25,5,1,BEACON STREET,0,0,1,0
25,1,0,1,21,6,4,CREEK STREET,0,0,1,0
25,3,0,3,23,6,1,SR-18,0,0,1,1
25,1,0,2,27,6,3,NORTHBORO ROAD,0,0,1,1
25,1,1,1,23,5,4,US-6,0,0,1,0
25,2,0,5,15,6,7,SR-9,0,0,1,1
25,1,1,1,27,5,3,I-290,1,0,1,0
25,1,0,1,5,6,1,SR-138 SOUTH,0,0,1,1
25,1,1,1,9,6,7,SR-1A,0,0,1,0
25,1,1,1,27,6,6,HEYWOOD STREET,0,0,1,0
25,2,0,2,9,7,3,US-1 SOUTH,0,0,1,0
25,1,0,1,9,7,7,SR-125 SOUTH,0,0,1,0
25,1,0,4,25,7,7,SR-1A SOUTH,0,0,1,1
25,3,0,4,27,7,1,I-90 WEST,0,0,1,1
25,1,1,1,9,7,6,I-495 SOUTH,0,0,1,0
25,2,0,2,21,7,2,I-95 SOUTH,0,0,1,1
25,2,0,4,23,8,3,BOUNDARY AVENUE,0,0,3,0
25,1,0,2,27,6,6,BENSON STREET,0,0,1,0
25,1,2,1,17,8,4,SR-16,0,0,1,0
25,2,0,2,25,7,3,I-93 NORTH,0,0,1,0
25,1,1,1,9,7,1,BOSTON STREET,0,0,1,0
25,1,0,1,9,7,1,OCALLAGHAN WAY,0,0,1,1
25,1,0,2,25,8,5,WASHINGTON AVENUE,0,0,1,1
25,1,0,1,5,3,6,SPRING STREET,0,0,1,1
25,1,0,1,23,7,7,SPRUCE STREET,0,0,1,1
25,1,1,1,13,5,2,MONTGOMERY STREET,0,0,1,0
25,1,0,1,21,5,2,UPPER UNION STREET,0,0,1,0
25,2,0,2,17,8,3,WEST WYOMING AVENUE,0,0,1,0
25,1,1,3,27,8,5,ARIZONA AVENUE,0,0,1,0
25,6,0,6,9,7,6,I-495,0,0,1,0
25,1,0,1,17,7,1,CORDAVILLE ROAD,0,0,1,1
25,1,0,1,27,8,1,MILLBURY AVENUE,0,0,1,1
25,2,0,2,5,8,1,HODGES STREET,0,0,1,1
25,1,0,2,17,8,6,HEALD STREET,0,0,1,1
25,1,0,2,27,5,1,SR-2A,0,0,2,0
25,1,1,1,13,5,3,US-20A PLAINFIELD STREET,0,0,1,0
25,1,1,1,25,6,1,SR-28 STUART STREET,0,0,1,0
25,1,1,2,1,8,7,US-6,0,0,1,0
25,1,0,1,1,8,3,SR-6A,0,0,1,1
25,2,0,3,1,8,7,US-6,0,0,1,1
25,1,1,1,27,6,4,SR-16 UXBRIDGE ROAD,0,0,1,0
25,1,2,1,17,1,4,SR-99,0,0,1,0
25,1,0,2,9,6,1,I-495,0,0,1,0
25,1,1,1,21,3,3,PARKER DRIVE,0,0,1,0
25,1,0,1,13,4,4,I-391 EXIT 3,0,0,1,1
25,2,0,2,5,5,1,RUSSELL STREET,0,0,1,1
25,1,0,2,23,7,7,SR-3,0,0,1,0
25,1,0,1,27,7,4,SR-12,0,0,1,1
25,1,0,1,17,7,1,SR-111,0,0,1,1
25,1,0,1,9,7,7,I-495,0,0,1,0
25,1,1,2,27,8,2,SR-9,0,0,1,0
25,1,1,1,23,8,5,MAIN STREET,0,0,1,1
25,1,0,1,23,9,1,SPRUCE STREET,0,0,1,1
25,1,1,1,5,9,2,SUMMER STREET,0,0,1,0
25,1,0,2,21,9,7,RICCIUTI DRIVE,0,0,1,1
25,1,0,1,23,9,1,SR-27,0,0,1,0
25,3,0,2,27,8,7,SR-62 CHESTNUT STREET,0,0,2,0
25,2,0,2,23,7,7,FEDERAL FURNACE ROAD,0,0,1,1
25,2,0,4,9,7,4,S BENNINGTON STREET,0,0,1,0
25,1,0,2,3,8,4,SR-2,0,0,1,0
25,7,1,5,1,7,7,SR-28 MAIN STREET,0,0,1,1
25,2,0,4,27,8,7,MEADOW ROAD,0,0,1,2
25,2,0,2,27,8,4,SR-56 HUNTOON MEMORIAL HIGHWAY,0,0,1,0
25,2,0,3,23,8,1,SR-58 MAIN STREET,0,0,1,0
25,1,1,1,21,7,1,LINCOLN STREET,0,0,1,1
25,2,0,6,27,8,7,SR-197 W MAIN STREET,0,0,1,0
25,2,0,2,17,9,5,I-495 S EXIT 38,0,0,1,1
25,1,0,1,27,9,5,SR-2A WARD STREET,0,0,1,0
25,2,0,3,5,9,7,I-95 S,0,0,2,1
25,1,0,2,21,7,7,MAIN STREET,0,0,1,0
25,3,0,6,13,9,1,US-202 BENCH STREET,0,0,2,0
25,2,0,2,27,9,3,SR-12 MAIN STREET,0,0,1,0
25,1,0,1,5,9,1,RIVER ROAD,0,0,1,1
25,1,0,1,27,9,7,SR-2A 166 STATE ROAD WEST,0,0,1,0
25,2,0,2,23,9,3,SR-123,0,0,1,0
25,2,0,4,13,9,5,COTTAGE STREET,0,0,1,0
25,2,0,3,23,9,1,FEDERAL FURNACE ROAD,0,0,2,1
25,2,0,2,25,9,7,W WASHINGTON STREET,0,0,1,1
25,2,0,2,21,9,2,WASHINGTON STREET,0,0,1,0
25,1,1,1,17,9,2,US-3 ALEWIFE BROOK PARKWAY,0,0,1,0
25,2,0,2,27,9,5,QUAKER STREET,0,0,1,0
25,1,0,1,13,9,5,SHAKER ROAD,0,0,1,0
25,2,0,2,9,9,6,I-93 N,0,0,1,0
25,1,0,1,3,12,1,SR-295,0,0,1,1
25,1,0,1,13,9,7,MILLER STREET,0,0,1,1
25,1,0,1,21,9,7,SR-9,0,0,1,0
25,2,0,4,27,8,6,HARLEM STREET,0,0,1,1
25,2,0,2,27,8,2,SR-110 AYER ROAD,0,0,1,0
25,2,0,4,21,9,1,EAST STREET,0,0,1,0
25,2,0,4,13,9,2,I-90 W MASS TURNPIKE,0,0,1,0
25,2,0,4,23,10,2,SR-28 MAIN STREET,0,0,2,0
25,2,0,2,27,10,5,SR-16 GORE ROAD,0,0,1,1
25,2,0,2,9,10,2,I-93,0,0,1,0
25,2,0,3,17,10,6,MAMMOTH ROAD,0,0,1,0
25,2,0,2,23,10,6,SR-123 W BROCKTON AVENUE,0,0,1,0
25,1,1,1,9,11,6,I-495 N,0,0,1,0
25,2,0,5,9,11,6,I-93 S,0,0,1,0
25,2,0,2,5,11,6,SR-140 N,0,0,1,0
25,3,0,3,13,11,1,I-91 N,0,0,1,0
25,2,0,3,13,11,2,MYRTLE STREET,0,0,1,1
25,2,0,2,17,11,3,I-95 N/SR-128,0,0,1,1
25,2,0,2,9,11,5,SR-1A MAIN STREET,0,0,1,0
25,2,0,2,5,11,1,I-195 E,0,0,1,1
25,2,0,2,1,11,2,UNION STREET,0,0,1,0
25,2,0,2,1,12,3,US-6 SCENIC HIGHWAY,0,0,1,0
25,2,0,3,3,11,1,US-7 COLD SPRING ROAD,0,0,1,1
25,1,0,3,5,9,7,I-495 N,0,0,1,0
25,1,0,1,17,9,7,PAGE ROAD,0,0,1,1
25,1,0,1,25,9,1,SR-28 STORROW DRIVE,0,0,1,0
25,1,0,1,17,9,6,NONANTUM ROAD,0,0,1,1
25,1,1,2,1,9,7,CENTER STREET,0,0,1,0
25,1,0,1,27,10,4,SR-68 WEST STREET,0,0,1,0
25,1,0,1,25,10,4,SR-28  STORROW DRIVE,0,0,1,1
