1	0	8	115	1	1	0	0	2	1
2	0	2	55	1	5	0	0	1	1
1	0	1	89	1	1	0	0	1	1
1	0	3	73	1	1	0	0	2	1
2	0	3	125	1	1	0	0	1	1
2	0	3	97	1	3	0	0	1	1
1	0	1	95	1	6	0	0	1	1
2	0	2	49	1	2	0	0	1	1
1	0	1	17	1	7	0	1	1	1
2	0	4	51	1	7	0	0	1	1
2	0	3	1	1	7	0	1	1	1
1	1	1	9	1	2	0	0	1	1
1	0	2	43	1	2	0	0	1	1
1	0	1	95	1	2	0	0	1	1
1	0	1	115	1	4	0	1	1	1
2	0	3	19	1	5	0	0	1	1
2	0	2	7	1	5	0	0	1	1
2	0	2	81	1	6	0	0	1	1
1	0	1	89	1	1	0	0	1	1
1	0	1	21	1	2	0	1	1	1
1	0	1	69	1	3	0	1	1	1
1	0	1	101	1	3	0	0	1	1
1	0	1	63	1	4	0	0	1	1
2	0	3	117	1	4	0	0	1	1
1	0	1	33	1	5	0	0	1	1
2	0	3	117	1	7	0	0	1	1
1	0	1	47	1	7	0	1	1	1
1	0	1	123	1	2	0	0	1	1
2	1	2	33	1	5	0	0	1	1
3	0	7	101	1	3	0	0	1	1
1	0	2	89	1	7	0	1	1	1
1	0	1	131	1	6	0	1	1	1
1	0	2	1	1	7	0	0	2	1
3	0	3	31	1	7	0	0	1	1
1	0	1	117	1	1	0	1	1	1
1	0	1	81	1	2	0	0	1	1
2	0	2	125	1	3	0	0	1	1
2	1	3	89	1	4	0	0	1	1
2	0	2	1	1	6	0	1	1	1
1	0	1	85	1	7	0	1	1	1
2	0	3	71	1	6	0	2	2	1
1	0	1	93	1	2	0	0	1	1
4	0	8	103	1	4	0	0	1	1
1	0	2	3	1	5	0	0	1	1
1	0	4	73	1	7	0	0	1	1
2	0	2	97	1	3	0	0	1	1
1	1	1	89	1	2	0	0	1	1
1	0	1	95	1	3	0	0	1	1
1	0	2	97	1	1	0	1	1	1
1	0	1	125	1	4	0	0	1	1
2	0	2	89	1	1	0	0	1	1
4	0	9	97	1	1	0	1	1	1
1	0	1	43	1	2	0	1	1	1
1	1	1	15	1	4	0	0	1	1
1	1	1	89	1	5	0	0	1	1
1	0	2	129	1	2	0	0	1	1
1	0	1	45	1	7	0	1	1	1
2	0	4	97	1	4	0	0	1	1
1	0	1	131	2	6	0	1	1	1
1	1	1	95	2	7	0	0	1	1
2	0	5	21	2	7	0	2	1	1
2	0	2	9	2	1	0	0	1	1
1	0	1	15	2	1	0	0	1	1
1	0	1	71	2	2	0	0	1	1
2	0	3	71	2	3	0	0	1	1
1	0	1	77	2	4	0	0	1	1
2	0	3	97	2	4	0	1	1	1
1	0	1	89	2	6	0	0	1	1
1	0	1	47	2	6	0	1	1	1
1	0	1	65	2	7	0	1	1	1
1	2	1	125	2	1	0	0	1	1
2	0	5	73	2	4	0	0	1	1
1	0	2	97	2	7	0	1	1	1
2	0	4	73	1	2	0	0	1	1
2	0	4	63	1	6	0	0	1	1
1	0	1	73	1	4	0	0	1	1
1	0	1	123	1	5	0	0	1	1
1	0	5	73	1	6	0	0	2	1
1	0	1	125	1	1	0	1	1	1
1	0	1	73	2	7	0	0	1	1
2	0	5	73	2	3	0	0	2	1
2	0	3	3	2	4	0	0	1	1
1	0	1	3	2	5	0	1	1	1
1	0	2	115	2	6	0	1	1	1
1	0	1	73	2	2	0	0	1	1
2	0	4	3	2	2	0	0	1	1
1	0	1	73	2	3	0	0	1	1
1	0	1	43	2	7	0	1	1	1
1	0	2	79	2	7	0	1	1	1
1	0	1	109	2	7	0	0	1	1
1	0	1	21	2	1	0	0	1	1
2	0	2	101	2	2	0	0	2	1
1	0	2	19	2	5	0	0	1	1
1	0	1	97	2	1	0	1	1	1
1	0	2	115	2	1	0	1	1	1
1	0	1	101	2	1	0	1	1	1
1	0	2	9	2	5	0	0	1	1
1	0	1	125	2	4	0	1	1	1
1	0	1	3	2	5	0	1	1	1
1	0	2	43	2	7	0	0	1	1
1	0	1	117	2	1	0	0	1	1
1	0	2	63	2	4	0	1	1	1
4	0	5	21	2	5	0	0	1	1
5	0	8	97	2	5	0	0	1	1
1	0	1	97	3	1	0	1	1	1
2	0	1	103	2	3	0	1	1	1
1	0	1	69	2	2	0	0	1	1
1	0	1	99	2	3	0	1	1	1
2	0	3	105	2	5	0	0	1	1
1	0	1	55	3	1	0	0	1	1
1	0	1	73	3	2	0	0	1	1
2	0	7	121	3	6	0	1	2	1
1	1	1	97	3	1	0	0	1	1
2	0	3	55	3	1	0	1	1	1
1	0	3	7	3	1	0	0	1	1
1	0	1	63	3	1	0	0	1	1
1	0	1	93	3	3	0	0	1	1
1	0	1	91	3	3	0	0	1	1
1	0	1	23	3	4	0	1	1	1
3	0	1	113	3	5	0	0	1	1
2	0	3	93	3	6	0	0	1	1
1	1	1	115	3	1	0	1	2	1
2	0	4	1	3	6	0	0	2	1
1	0	1	73	3	7	0	0	1	1
2	0	5	101	2	3	0	1	1	1
1	0	3	93	3	4	0	1	1	1
1	0	1	101	3	7	0	1	1	1
1	1	2	3	3	1	0	0	1	1
1	0	1	119	3	1	0	1	1	1
2	0	15	97	3	2	0	0	1	1
1	0	2	5	3	2	0	0	1	1
1	0	2	133	3	3	0	0	1	1
1	0	2	111	3	4	0	0	1	1
1	0	1	17	3	4	0	0	1	1
1	1	1	97	3	5	0	0	1	1
2	0	3	117	3	6	0	0	1	1
1	0	2	87	3	7	0	1	1	1
1	0	1	51	3	1	0	0	1	1
1	0	1	127	3	2	0	0	1	1
2	0	3	127	3	2	0	0	2	1
2	0	3	29	3	5	0	0	3	1
1	0	1	91	3	6	0	1	1	1
2	0	5	37	3	6	0	0	2	1
2	0	2	55	3	5	1	0	1	1
2	1	4	73	2	3	0	0	1	1
2	0	4	73	2	5	0	0	1	1
2	0	3	55	3	2	0	0	1	1
2	0	3	23	3	3	0	1	1	1
2	0	2	91	3	5	0	1	1	1
1	0	2	97	3	3	0	0	1	1
1	0	2	73	2	7	0	1	1	1
2	0	5	121	3	3	0	0	1	1
2	0	2	45	3	6	0	1	1	1
1	0	1	97	3	7	0	0	1	1
2	0	3	73	3	6	0	0	1	1
1	2	2	33	3	7	0	0	1	1
1	0	3	101	3	2	0	1	1	1
1	0	2	27	3	2	0	0	1	1
1	0	1	3	3	1	0	0	1	1
1	0	1	103	3	7	0	0	1	1
1	0	1	65	3	1	0	1	1	1
2	0	2	83	3	3	0	1	1	1
1	0	1	89	3	4	0	0	1	1
1	0	1	111	3	5	0	1	1	1
2	0	3	97	3	6	0	1	2	1
2	0	2	89	3	1	0	0	1	1
2	0	3	121	1	3	0	0	1	1
1	0	1	111	3	1	0	0	1	1
2	0	2	131	3	2	0	0	1	1
1	0	3	65	3	3	0	0	1	1
1	0	2	115	3	3	0	0	1	1
4	0	3	39	3	5	0	0	1	1
2	0	6	1	3	7	0	0	1	1
2	0	2	31	3	6	0	0	1	1
2	0	11	3	4	2	0	0	1	1
2	0	3	73	4	3	0	0	1	1
2	0	2	35	4	5	0	0	2	1
2	0	2	23	4	6	0	0	1	1
4	0	6	9	4	6	0	0	2	1
1	0	1	41	4	6	0	0	1	1
3	0	4	97	4	7	0	0	1	1
1	0	1	113	4	7	0	0	1	1
2	0	3	9	4	7	0	0	2	1
1	0	1	49	4	7	0	1	1	1
1	0	1	117	4	7	0	0	1	1
2	0	2	83	4	1	0	0	1	1
