-86.38370278,33.79196389,1,1,10001,1,1,0,0,0,8,8,115
-85.88830556,33.98466111,2,1,10002,2,2,0,0,0,2,2,55
-86.62147222,34.74946667,3,1,10003,1,1,0,0,0,1,1,89
-86.85701111,33.48591389,4,1,10004,1,1,0,0,0,3,3,73
-87.55183056,33.16855556,5,1,10005,2,2,0,0,0,3,3,125
-88.10793333,30.66167778,6,1,10006,2,2,0,0,0,3,3,97
-86.22073056,34.27086944,7,1,10007,1,1,0,0,0,1,1,95
-85.79985833,34.56107222,8,1,10008,2,2,0,0,0,2,2,49
-85.29138889,33.01001944,9,1,10009,1,1,0,0,0,1,1,17
